Enhet;År;Sekundærflytting;Botid i Norge;Kommunenummer;Kommune;Antall
Personer;2019;alle;0-4 år;1703;;243
Personer;2019;alle;0-4 år;1711;;65
Personer;2019;alle;0-4 år;1714;;330
Personer;2019;alle;0-4 år;1717;;45
Personer;2019;alle;0-4 år;1719;;296
Personer;2019;alle;0-4 år;1721;;201
Personer;2019;alle;0-4 år;1724;;55
Personer;2019;alle;0-4 år;1725;;20
Personer;2019;alle;0-4 år;1736;;49
Personer;2019;alle;0-4 år;1738;;35
Personer;2019;alle;0-4 år;1739;;17
Personer;2019;alle;0-4 år;1740;;38
Personer;2019;alle;0-4 år;1742;;80
Personer;2019;alle;0-4 år;1743;;30
Personer;2019;alle;0-4 år;1744;;57
Personer;2019;alle;0-4 år;1749;;20
Personer;2019;alle;0-4 år;1750;;79
Personer;2019;alle;0-4 år;1751;;130
Personer;2019;alle;0-4 år;1755;;15
Personer;2019;alle;0-4 år;1756;;101
Personer;2019;alle;0-4 år;1804;Bodø;626
Personer;2019;alle;0-4 år;1805;Narvik (t.o.m. 2019);162
Personer;2019;alle;0-4 år;1811;Bindal;17
Personer;2019;alle;0-4 år;1812;Sømna;37
Personer;2019;alle;0-4 år;1813;Brønnøy;126
Personer;2019;alle;0-4 år;1815;Vega;25
Personer;2019;alle;0-4 år;1816;Vevelstad;29
Personer;2019;alle;0-4 år;1818;Herøy (Nordland);67
Personer;2019;alle;0-4 år;1820;Alstahaug;163
Personer;2019;alle;0-4 år;1822;Leirfjord;111
Personer;2019;alle;0-4 år;1824;Vefsn;190
Personer;2019;alle;0-4 år;1825;Grane;38
Personer;2019;alle;0-4 år;1826;Hattfjelldal;27
Personer;2019;alle;0-4 år;1827;Dønna;48
Personer;2019;alle;0-4 år;1828;Nesna;93
Personer;2019;alle;0-4 år;1832;Hemnes;40
Personer;2019;alle;0-4 år;1833;Rana;273
Personer;2019;alle;0-4 år;1837;Meløy;102
Personer;2019;alle;0-4 år;1838;Gildeskål;38
Personer;2019;alle;0-4 år;1839;Beiarn;29
Personer;2019;alle;0-4 år;1840;Saltdal;101
Personer;2019;alle;0-4 år;1841;Fauske;170
Personer;2019;alle;0-4 år;1845;Sørfold;23
Personer;2019;alle;0-4 år;1848;Steigen;61
Personer;2019;alle;0-4 år;1849;Hamarøy (t.o.m. 2019);49
Personer;2019;alle;0-4 år;1850;Tysfjord (t.o.m. 2019);4
Personer;2019;alle;0-4 år;1851;Lødingen;66
Personer;2019;alle;0-4 år;1853;Evenes;58
Personer;2019;alle;0-4 år;1854;Ballangen (t.o.m. 2019);68
Personer;2019;alle;0-4 år;1859;Flakstad;17
Personer;2019;alle;0-4 år;1860;Vestvågøy;243
Personer;2019;alle;0-4 år;1865;Vågan;261
Personer;2019;alle;0-4 år;1866;Hadsel;159
Personer;2019;alle;0-4 år;1867;Bø (Nordland);85
Personer;2019;alle;0-4 år;1868;Øksnes;32
Personer;2019;alle;0-4 år;1870;Sortland;196
Personer;2019;alle;0-4 år;1871;Andøy;123
Personer;2019;alle;0-4 år;1874;Moskenes;23
Personer;2019;alle;0-4 år;1902;;910
Personer;2019;alle;0-4 år;1903;;372
Personer;2019;alle;0-4 år;1911;;61
Personer;2019;alle;0-4 år;1913;Skånland (t.o.m. 2019);36
Personer;2019;alle;0-4 år;1917;;23
Personer;2019;alle;0-4 år;1919;;25
Personer;2019;alle;0-4 år;1920;;36
Personer;2019;alle;0-4 år;1922;;97
Personer;2019;alle;0-4 år;1923;;110
Personer;2019;alle;0-4 år;1924;;63
Personer;2019;alle;0-4 år;1925;;67
Personer;2019;alle;0-4 år;1926;;27
Personer;2019;alle;0-4 år;1927;Tranøy (t.o.m. 2019);53
Personer;2019;alle;0-4 år;1928;Torsken (t.o.m. 2019);48
Personer;2019;alle;0-4 år;1929;Berg (t.o.m. 2019);41
Personer;2019;alle;0-4 år;1931;Lenvik (t.o.m. 2019);291
Personer;2019;alle;0-4 år;1933;;47
Personer;2019;alle;0-4 år;1936;;18
Personer;2019;alle;0-4 år;1938;;22
Personer;2019;alle;0-4 år;1939;;30
Personer;2019;alle;0-4 år;1940;;33
Personer;2019;alle;0-4 år;1941;;70
Personer;2019;alle;0-4 år;1942;;87
Personer;2019;alle;0-4 år;1943;;15
Personer;2019;alle;0-4 år;2002;;13
Personer;2019;alle;0-4 år;2003;;323
Personer;2019;alle;0-4 år;2004;Hammerfest (t.o.m. 2019);231
Personer;2019;alle;0-4 år;2012;;251
Personer;2019;alle;0-4 år;2014;;16
Personer;2019;alle;0-4 år;2015;;8
Personer;2019;alle;0-4 år;2017;Kvalsund (t.o.m. 2019);11
Personer;2019;alle;0-4 år;2019;;45
Personer;2019;alle;0-4 år;2020;;50
Personer;2019;alle;0-4 år;2022;;35
Personer;2019;alle;0-4 år;2023;;12
Personer;2019;alle;0-4 år;2024;;13
Personer;2019;alle;0-4 år;2025;;51
Personer;2019;alle;0-4 år;2027;;35
Personer;2019;alle;0-4 år;2028;;50
Personer;2019;alle;0-4 år;2030;;213
Personer;2019;alle;0-4 år;5054;Indre Fosen;116
Prosent;2019;alle;0-4 år;0101;;18.3
Prosent;2019;alle;0-4 år;0104;Moss (t.o.m. 2019);15.9
Prosent;2019;alle;0-4 år;0105;;12.7
Prosent;2019;alle;0-4 år;0106;;13.6
Prosent;2019;alle;0-4 år;0111;;66.7
Prosent;2019;alle;0-4 år;0118;;81.3
Prosent;2019;alle;0-4 år;0119;;30.7
Prosent;2019;alle;0-4 år;0121;Rømskog (t.o.m. 2019);100
Prosent;2019;alle;0-4 år;0122;Trøgstad (t.o.m. 2019);29.6
Prosent;2019;alle;0-4 år;0123;Spydeberg (t.o.m. 2019);33.3
Prosent;2019;alle;0-4 år;0124;Askim (t.o.m. 2019);10.8
Prosent;2019;alle;0-4 år;0125;Eidsberg (t.o.m. 2019);12.6
Prosent;2019;alle;0-4 år;0127;;43.7
Prosent;2019;alle;0-4 år;0128;;18
Prosent;2019;alle;0-4 år;0135;;34.2
Prosent;2019;alle;0-4 år;0136;Rygge (t.o.m. 2019);18.6
Prosent;2019;alle;0-4 år;0137;;34.5
Prosent;2019;alle;0-4 år;0138;Hobøl (t.o.m. 2019);21.2
Prosent;2019;alle;0-4 år;0211;;18.1
Prosent;2019;alle;0-4 år;0213;Ski (t.o.m. 2019);20.1
Prosent;2019;alle;0-4 år;0214;;16
Prosent;2019;alle;0-4 år;0215;;32.6
Prosent;2019;alle;0-4 år;0216;;30.2
Prosent;2019;alle;0-4 år;0217;Oppegård (t.o.m. 2019);22
Prosent;2019;alle;0-4 år;0219;;17.3
Prosent;2019;alle;0-4 år;0220;Asker (t.o.m. 2019);19.9
Prosent;2019;alle;0-4 år;0221;Aurskog-Høland (t.o.m. 2019);32.4
Prosent;2019;alle;0-4 år;0226;Sørum (t.o.m. 2019);16.6
Prosent;2019;alle;0-4 år;0227;Fet (t.o.m. 2019);16.9
Prosent;2019;alle;0-4 år;0228;;15.8
Prosent;2019;alle;0-4 år;0229;;14.2
Prosent;2019;alle;0-4 år;0230;;10.5
Prosent;2019;alle;0-4 år;0231;Skedsmo (t.o.m. 2019);12.6
Prosent;2019;alle;0-4 år;0233;;24.1
Prosent;2019;alle;0-4 år;0234;;27.9
Prosent;2019;alle;0-4 år;0235;;12.7
Prosent;2019;alle;0-4 år;0236;;26.4
Prosent;2019;alle;0-4 år;0237;;17
Prosent;2019;alle;0-4 år;0238;;16.2
Prosent;2019;alle;0-4 år;0239;;57.1
Prosent;2019;alle;0-4 år;0301;Oslo;9.8
Prosent;2019;alle;0-4 år;0402;;22.3
Prosent;2019;alle;0-4 år;0403;;21.5
Prosent;2019;alle;0-4 år;0412;;32.4
Prosent;2019;alle;0-4 år;0415;;29.8
Prosent;2019;alle;0-4 år;0417;;30.7
Prosent;2019;alle;0-4 år;0418;;62
Prosent;2019;alle;0-4 år;0419;;59.3
Prosent;2019;alle;0-4 år;0420;;51.6
Prosent;2019;alle;0-4 år;0423;;44.8
Prosent;2019;alle;0-4 år;0425;;41.7
Prosent;2019;alle;0-4 år;0426;;56
Prosent;2019;alle;0-4 år;0427;;31.4
Prosent;2019;alle;0-4 år;0428;;44.8
Prosent;2019;alle;0-4 år;0429;;38
Prosent;2019;alle;0-4 år;0430;;64.7
Prosent;2019;alle;0-4 år;0432;;67.5
Prosent;2019;alle;0-4 år;0434;;81
Prosent;2019;alle;0-4 år;0436;;37.3
Prosent;2019;alle;0-4 år;0437;;57.7
Prosent;2019;alle;0-4 år;0438;;69.2
Prosent;2019;alle;0-4 år;0439;;55.6
Prosent;2019;alle;0-4 år;0441;;58.6
Prosent;2019;alle;0-4 år;0501;;27.1
Prosent;2019;alle;0-4 år;0502;;24.1
Prosent;2019;alle;0-4 år;0511;;68.6
Prosent;2019;alle;0-4 år;0512;;62.1
Prosent;2019;alle;0-4 år;0513;;50
Prosent;2019;alle;0-4 år;0514;;76.1
Prosent;2019;alle;0-4 år;0515;;57.9
Prosent;2019;alle;0-4 år;0516;;62.4
Prosent;2019;alle;0-4 år;0517;;60.2
Prosent;2019;alle;0-4 år;0519;;58.5
Prosent;2019;alle;0-4 år;0520;;58.7
Prosent;2019;alle;0-4 år;0521;;37.2
Prosent;2019;alle;0-4 år;0522;;36.4
Prosent;2019;alle;0-4 år;0528;;39.4
Prosent;2019;alle;0-4 år;0529;;37.5
Prosent;2019;alle;0-4 år;0532;;46.7
Prosent;2019;alle;0-4 år;0533;;47.6
Prosent;2019;alle;0-4 år;0534;;35.2
Prosent;2019;alle;0-4 år;0536;;35.6
Prosent;2019;alle;0-4 år;0538;;57.4
Prosent;2019;alle;0-4 år;0540;;45.2
Prosent;2019;alle;0-4 år;0541;;74.5
Prosent;2019;alle;0-4 år;0542;;49.7
Prosent;2019;alle;0-4 år;0543;;60.9
Prosent;2019;alle;0-4 år;0544;;59.7
Prosent;2019;alle;0-4 år;0545;;70.4
Prosent;2019;alle;0-4 år;0602;Drammen (t.o.m. 2019);16.2
Prosent;2019;alle;0-4 år;0604;;22
Prosent;2019;alle;0-4 år;0605;;27.8
Prosent;2019;alle;0-4 år;0612;;27.8
Prosent;2019;alle;0-4 år;0615;;92.2
Prosent;2019;alle;0-4 år;0616;;45.5
Prosent;2019;alle;0-4 år;0617;;39.4
Prosent;2019;alle;0-4 år;0618;;68.7
Prosent;2019;alle;0-4 år;0619;;55
Prosent;2019;alle;0-4 år;0620;;30.6
Prosent;2019;alle;0-4 år;0621;;84.1
Prosent;2019;alle;0-4 år;0622;;66.7
Prosent;2019;alle;0-4 år;0623;;38.4
Prosent;2019;alle;0-4 år;0624;;27.5
Prosent;2019;alle;0-4 år;0625;Nedre Eiker (t.o.m. 2019);14.8
Prosent;2019;alle;0-4 år;0626;;20.4
Prosent;2019;alle;0-4 år;0627;Røyken (t.o.m. 2019);28.8
Prosent;2019;alle;0-4 år;0628;Hurum (t.o.m. 2019);43
Prosent;2019;alle;0-4 år;0631;;76.3
Prosent;2019;alle;0-4 år;0632;;68.4
Prosent;2019;alle;0-4 år;0633;;68.1
Prosent;2019;alle;0-4 år;0701;;25.3
Prosent;2019;alle;0-4 år;0704;Tønsberg (t.o.m. 2019);26.4
Prosent;2019;alle;0-4 år;0710;;21.4
Prosent;2019;alle;0-4 år;0711;Svelvik (t.o.m. 2019);42.8
Prosent;2019;alle;0-4 år;0712;;26.8
Prosent;2019;alle;0-4 år;0713;Sande (Vestfold) (t.o.m. 2019);34.4
Prosent;2019;alle;0-4 år;0715;Holmestrand (f.o.m. 2018, t.o.m. 2019);33.5
Prosent;2019;alle;0-4 år;0716;Re (t.o.m. 2019);42.2
Prosent;2019;alle;0-4 år;0729;;32.4
Prosent;2019;alle;0-4 år;0805;;23.9
Prosent;2019;alle;0-4 år;0806;;17.1
Prosent;2019;alle;0-4 år;0807;;43.6
Prosent;2019;alle;0-4 år;0811;;57.8
Prosent;2019;alle;0-4 år;0814;;38.7
Prosent;2019;alle;0-4 år;0815;;45.7
Prosent;2019;alle;0-4 år;0817;;67.5
Prosent;2019;alle;0-4 år;0819;;44.5
Prosent;2019;alle;0-4 år;0821;Bø (Telemark)  (t.o.m. 2019);30.2
Prosent;2019;alle;0-4 år;0822;Sauherad (t.o.m. 2019);55.5
Prosent;2019;alle;0-4 år;0826;;55.6
Prosent;2019;alle;0-4 år;0827;;87.9
Prosent;2019;alle;0-4 år;0828;;68.9
Prosent;2019;alle;0-4 år;0829;;56.3
Prosent;2019;alle;0-4 år;0830;;94
Prosent;2019;alle;0-4 år;0831;;90.4
Prosent;2019;alle;0-4 år;0833;;72.3
Prosent;2019;alle;0-4 år;0834;;49.6
Prosent;2019;alle;0-4 år;0901;;53.8
Prosent;2019;alle;0-4 år;0904;;37.2
Prosent;2019;alle;0-4 år;0906;;30.7
Prosent;2019;alle;0-4 år;0911;;62.2
Prosent;2019;alle;0-4 år;0912;;59.1
Prosent;2019;alle;0-4 år;0914;;41.7
Prosent;2019;alle;0-4 år;0919;;37.4
Prosent;2019;alle;0-4 år;0926;;45.2
Prosent;2019;alle;0-4 år;0928;;38.9
Prosent;2019;alle;0-4 år;0929;;35
Prosent;2019;alle;0-4 år;0935;;70
Prosent;2019;alle;0-4 år;0937;;38.5
Prosent;2019;alle;0-4 år;0938;;79.5
Prosent;2019;alle;0-4 år;0940;;48.2
Prosent;2019;alle;0-4 år;0941;;63.6
Prosent;2019;alle;0-4 år;1001;Kristiansand (t.o.m. 2019);20.3
Prosent;2019;alle;0-4 år;1002;Mandal (t.o.m. 2019);45.2
Prosent;2019;alle;0-4 år;1003;;54.6
Prosent;2019;alle;0-4 år;1004;;54.3
Prosent;2019;alle;0-4 år;1014;;45.2
Prosent;2019;alle;0-4 år;1017;Songdalen (t.o.m. 2019);31.1
Prosent;2019;alle;0-4 år;1018;Søgne (t.o.m. 2019);31.5
Prosent;2019;alle;0-4 år;1021;Marnardal (t.o.m. 2019);42.9
Prosent;2019;alle;0-4 år;1026;;34.3
Prosent;2019;alle;0-4 år;1027;Audnedal (t.o.m. 2019);76.8
Prosent;2019;alle;0-4 år;1029;Lindesnes (t.o.m. 2019);43.7
Prosent;2019;alle;0-4 år;1032;Lyngdal (t.o.m. 2019);45.2
Prosent;2019;alle;0-4 år;1034;;86.7
Prosent;2019;alle;0-4 år;1037;;53.6
Prosent;2019;alle;0-4 år;1046;;63.4
Prosent;2019;alle;0-4 år;1101;Eigersund;38.9
Prosent;2019;alle;0-4 år;1102;Sandnes (t.o.m. 2019);19
Prosent;2019;alle;0-4 år;1103;Stavanger;19.4
Prosent;2019;alle;0-4 år;1106;Haugesund;24.6
Prosent;2019;alle;0-4 år;1111;Sokndal;76.6
Prosent;2019;alle;0-4 år;1112;Lund;35.3
Prosent;2019;alle;0-4 år;1114;Bjerkreim;56.4
Prosent;2019;alle;0-4 år;1119;Hå;39.7
Prosent;2019;alle;0-4 år;1120;Klepp;29.8
Prosent;2019;alle;0-4 år;1121;Time;25.6
Prosent;2019;alle;0-4 år;1122;Gjesdal;43.4
Prosent;2019;alle;0-4 år;1124;Sola;22.6
Prosent;2019;alle;0-4 år;1127;Randaberg;50.4
Prosent;2019;alle;0-4 år;1129;Forsand (t.o.m. 2019);89.7
Prosent;2019;alle;0-4 år;1130;Strand;51.5
Prosent;2019;alle;0-4 år;1133;Hjelmeland;54.6
Prosent;2019;alle;0-4 år;1134;Suldal;63
Prosent;2019;alle;0-4 år;1135;Sauda;68
Prosent;2019;alle;0-4 år;1141;Finnøy (t.o.m. 2019);92.7
Prosent;2019;alle;0-4 år;1142;Rennesøy (t.o.m. 2019);62.4
Prosent;2019;alle;0-4 år;1146;Tysvær;44.9
Prosent;2019;alle;0-4 år;1149;Karmøy;34.3
Prosent;2019;alle;0-4 år;1160;Vindafjord;48.1
Prosent;2019;alle;0-4 år;1201;;20.4
Prosent;2019;alle;0-4 år;1211;;70.8
Prosent;2019;alle;0-4 år;1216;;62.3
Prosent;2019;alle;0-4 år;1219;;52.9
Prosent;2019;alle;0-4 år;1221;;36
Prosent;2019;alle;0-4 år;1222;;81.4
Prosent;2019;alle;0-4 år;1223;;82.5
Prosent;2019;alle;0-4 år;1224;;48
Prosent;2019;alle;0-4 år;1227;Jondal (t.o.m. 2019);100
Prosent;2019;alle;0-4 år;1228;Odda (t.o.m. 2019);58.2
Prosent;2019;alle;0-4 år;1231;Ullensvang (t.o.m. 2019);73.3
Prosent;2019;alle;0-4 år;1233;;85.3
Prosent;2019;alle;0-4 år;1235;Voss (t.o.m. 2019);53.4
Prosent;2019;alle;0-4 år;1238;;44.5
Prosent;2019;alle;0-4 år;1241;Fusa (t.o.m. 2019);86.2
Prosent;2019;alle;0-4 år;1242;;51.2
Prosent;2019;alle;0-4 år;1243;Os (Hordaland) (t.o.m. 2019);35
Prosent;2019;alle;0-4 år;1244;;65.9
Prosent;2019;alle;0-4 år;1245;Sund (t.o.m. 2019);29.1
Prosent;2019;alle;0-4 år;1246;Fjell (t.o.m. 2019);35.7
Prosent;2019;alle;0-4 år;1247;;38.4
Prosent;2019;alle;0-4 år;1251;;67.6
Prosent;2019;alle;0-4 år;1253;;63.8
Prosent;2019;alle;0-4 år;1256;Meland (t.o.m. 2019);59.4
Prosent;2019;alle;0-4 år;1259;Øygarden (t.o.m. 2019);41.7
Prosent;2019;alle;0-4 år;1260;Radøy (t.o.m. 2019);61.6
Prosent;2019;alle;0-4 år;1263;Lindås (t.o.m. 2019);52.2
Prosent;2019;alle;0-4 år;1264;;64.3
Prosent;2019;alle;0-4 år;1265;;100
Prosent;2019;alle;0-4 år;1266;;92.1
Prosent;2019;alle;0-4 år;1401;Flora (t.o.m. 2019);44.4
Prosent;2019;alle;0-4 år;1411;;93.5
Prosent;2019;alle;0-4 år;1412;;100
Prosent;2019;alle;0-4 år;1413;;80.8
Prosent;2019;alle;0-4 år;1416;;51.7
Prosent;2019;alle;0-4 år;1417;;76.6
Prosent;2019;alle;0-4 år;1418;Balestrand (t.o.m. 2019);73.6
Prosent;2019;alle;0-4 år;1419;Leikanger (t.o.m. 2019);69
Prosent;2019;alle;0-4 år;1420;Sogndal (t.o.m. 2019);52.1
Prosent;2019;alle;0-4 år;1421;;100
Prosent;2019;alle;0-4 år;1422;;66.7
Prosent;2019;alle;0-4 år;1424;;45.5
Prosent;2019;alle;0-4 år;1426;;72.6
Prosent;2019;alle;0-4 år;1428;;87.9
Prosent;2019;alle;0-4 år;1429;;75.6
Prosent;2019;alle;0-4 år;1430;Gaular (t.o.m. 2019);92.7
Prosent;2019;alle;0-4 år;1431;Jølster (t.o.m. 2019);68.4
Prosent;2019;alle;0-4 år;1432;Førde (t.o.m. 2019);42.1
Prosent;2019;alle;0-4 år;1433;Naustdal (t.o.m. 2019);84.6
Prosent;2019;alle;0-4 år;1438;;31.4
Prosent;2019;alle;0-4 år;1439;Vågsøy (t.o.m. 2019);66.7
Prosent;2019;alle;0-4 år;1441;Selje (t.o.m. 2019);79.2
Prosent;2019;alle;0-4 år;1443;Eid (t.o.m. 2019);63.5
Prosent;2019;alle;0-4 år;1444;Hornindal (t.o.m. 2019);69.2
Prosent;2019;alle;0-4 år;1445;;56.8
Prosent;2019;alle;0-4 år;1449;;58.1
Prosent;2019;alle;0-4 år;1502;Molde (t.o.m. 2019);46.4
Prosent;2019;alle;0-4 år;1504;Ålesund (t.o.m. 2019);35.7
Prosent;2019;alle;0-4 år;1505;Kristiansund;41
Prosent;2019;alle;0-4 år;1511;Vanylven;90
Prosent;2019;alle;0-4 år;1514;Sande (Møre og Romsdal);88.9
Prosent;2019;alle;0-4 år;1515;Herøy (Møre og Romsdal);46.2
Prosent;2019;alle;0-4 år;1516;Ulstein;47.9
Prosent;2019;alle;0-4 år;1517;Hareid;39.8
Prosent;2019;alle;0-4 år;1519;Volda (t.o.m. 2019);52.1
Prosent;2019;alle;0-4 år;1520;Ørsta;40.1
Prosent;2019;alle;0-4 år;1523;Ørskog (t.o.m. 2019);42.5
Prosent;2019;alle;0-4 år;1525;Stranda;34.5
Prosent;2019;alle;0-4 år;1526;Stordal (t.o.m. 2019);21.4
Prosent;2019;alle;0-4 år;1528;Sykkylven;38.7
Prosent;2019;alle;0-4 år;1529;Skodje (t.o.m. 2019);61.2
Prosent;2019;alle;0-4 år;1531;Sula;45.6
Prosent;2019;alle;0-4 år;1532;Giske;53.6
Prosent;2019;alle;0-4 år;1534;Haram (t.o.m. 2019);38.3
Prosent;2019;alle;0-4 år;1535;Vestnes;73.2
Prosent;2019;alle;0-4 år;1539;Rauma;78.7
Prosent;2019;alle;0-4 år;1543;Nesset (t.o.m. 2019);83.6
Prosent;2019;alle;0-4 år;1545;Midsund (t.o.m. 2019);44.8
Prosent;2019;alle;0-4 år;1546;Sandøy (t.o.m. 2019);100
Prosent;2019;alle;0-4 år;1547;Aukra;71.5
Prosent;2019;alle;0-4 år;1548;Fræna (t.o.m. 2019);63.2
Prosent;2019;alle;0-4 år;1551;Eide (t.o.m. 2019);66.7
Prosent;2019;alle;0-4 år;1554;Averøy;59.8
Prosent;2019;alle;0-4 år;1557;Gjemnes;64.3
Prosent;2019;alle;0-4 år;1560;Tingvoll;66.3
Prosent;2019;alle;0-4 år;1563;Sunndal;54.3
Prosent;2019;alle;0-4 år;1566;Surnadal;75.5
Prosent;2019;alle;0-4 år;1567;;86.2
Prosent;2019;alle;0-4 år;1571;Halsa (t.o.m. 2019);93.6
Prosent;2019;alle;0-4 år;1573;Smøla;100
Prosent;2019;alle;0-4 år;1576;Aure;62.4
Prosent;2019;alle;0-4 år;1601;Trondheim (t.o.m. 2019);29.7
Prosent;2019;alle;0-4 år;1612;;57
Prosent;2019;alle;0-4 år;1613;;82.4
Prosent;2019;alle;0-4 år;1617;;61.9
Prosent;2019;alle;0-4 år;1620;;70.3
Prosent;2019;alle;0-4 år;1621;;87.2
Prosent;2019;alle;0-4 år;1622;;81.3
Prosent;2019;alle;0-4 år;1627;;81.8
Prosent;2019;alle;0-4 år;1630;;89.7
